airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple carriers,2019-06-27,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Air Asia,2019-03-27,Delhi,Cochin,07:55:00,13:10:00,315,1.0,No Info,6151
Multiple carriers,2019-05-27,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No Info,11264
Air India,2019-03-09,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,12415
Air India,2019-04-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,5228
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-04-12,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5198
IndiGo,2019-06-12,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
IndiGo,2019-03-24,Banglore,New Delhi,08:30:00,11:30:00,180,0.0,No Info,7303
IndiGo,2019-06-12,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Multiple carriers,2019-05-27,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,10529
SpiceJet,2019-06-01,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
SpiceJet,2019-06-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Multiple carriers,2019-06-03,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7618
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No Info,14441
SpiceJet,2019-05-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-06-03,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,8016
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,04:45:00,590,1.0,No Info,14231
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No Info,13626
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,6017
IndiGo,2019-05-09,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No Info,4565
Air India,2019-03-06,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,11858
Jet Airways,2019-04-03,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,4544
Vistara,2019-03-09,Banglore,New Delhi,06:40:00,21:55:00,915,1.0,No Info,10008
Multiple carriers,2019-05-21,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,15058
IndiGo,2019-03-09,Banglore,New Delhi,06:25:00,11:30:00,305,1.0,No Info,8434
SpiceJet,2019-05-06,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
SpiceJet,2019-03-01,Banglore,New Delhi,15:35:00,23:40:00,485,1.0,1 Long layover,7744
Air India,2019-03-03,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,14042
Air India,2019-03-06,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No Info,11552
Air India,2019-03-09,Delhi,Cochin,23:00:00,19:15:00,1215,1.0,No Info,11260
Multiple carriers,2019-06-27,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,18275
IndiGo,2019-03-27,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No Info,6827
IndiGo,2019-05-03,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Multiple carriers,2019-05-01,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,9424
Air India,2019-03-21,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No Info,10703
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No Info,14714
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No Info,12692
IndiGo,2019-05-18,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,7191
Air India,2019-05-01,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No Info,13227
SpiceJet,2019-06-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,12384
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,No Info,13731
SpiceJet,2019-03-09,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No Info,5515
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,7064
Multiple carriers,2019-03-27,Delhi,Cochin,10:20:00,18:50:00,510,1.0,No Info,11421
Jet Airways,2019-04-12,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Air India,2019-03-09,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No Info,4966
Jet Airways,2019-04-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,04:40:00,1375,1.0,In-flight meal not included,8586
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,15129
GoAir,2019-04-12,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,6722
Jet Airways,2019-06-24,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,6478
Jet Airways,2019-05-03,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,6144
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,12739
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,05:05:00,900,1.0,In-flight meal not included,13502
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,13941
SpiceJet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,4812
Air India,2019-03-12,Banglore,New Delhi,06:45:00,18:05:00,2120,3.0,No Info,13387
SpiceJet,2019-03-15,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3847
Jet Airways,2019-03-15,Banglore,New Delhi,16:55:00,00:45:00,470,1.0,No Info,21934
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,08:15:00,1090,1.0,No Info,14388
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No Info,14178
Jet Airways,2019-06-03,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Multiple carriers,2019-05-09,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,9021
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,12819
IndiGo,2019-04-24,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No Info,6171
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
IndiGo,2019-03-21,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6426
SpiceJet,2019-06-06,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No Info,12609
Multiple carriers,2019-05-15,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No Info,6513
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,13014
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No Info,9135
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,No Info,12692
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,09:25:00,1480,1.0,No Info,12395
Multiple carriers,2019-06-24,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10678
IndiGo,2019-06-03,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Multiple carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,7354
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,In-flight meal not included,8586
Air India,2019-05-01,Kolkata,Banglore,05:50:00,08:55:00,1625,2.0,No Info,10991
Jet Airways,2019-06-09,Delhi,Cochin,09:35:00,04:25:00,1130,2.0,No Info,13292
IndiGo,2019-05-21,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5530
IndiGo,2019-03-06,Delhi,Cochin,11:55:00,21:20:00,565,2.0,No Info,6610
Jet Airways,2019-06-15,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
Air India,2019-04-24,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5201
IndiGo,2019-05-18,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No Info,9345
Air India,2019-06-15,Delhi,Cochin,06:10:00,23:00:00,1010,1.0,No Info,8907
Air India,2019-05-18,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,13801
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,No Info,15554
SpiceJet,2019-03-15,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,5469
SpiceJet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No check-in baggage included,3332
IndiGo,2019-06-12,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12373
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,8586
Air India,2019-03-03,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,7931
Multiple carriers,2019-06-09,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,11098
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
IndiGo,2019-05-18,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,5780
IndiGo,2019-06-15,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Air India,2019-04-01,Kolkata,Banglore,16:50:00,18:30:00,1540,1.0,No Info,7893
IndiGo,2019-06-09,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,6206
Air Asia,2019-04-24,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,6152
Multiple carriers,2019-06-01,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13587
IndiGo,2019-05-15,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,7503
Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,6017
Jet Airways,2019-03-24,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,5678
Air India,2019-03-09,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,14851
IndiGo,2019-05-12,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No Info,6669
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,15:15:00,435,1.0,In-flight meal not included,9134
IndiGo,2019-03-27,Delhi,Cochin,02:05:00,07:25:00,320,1.0,No Info,4744
Air India,2019-06-06,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,8907
Jet Airways,2019-03-09,Delhi,Cochin,13:45:00,04:25:00,880,2.0,In-flight meal not included,15129
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,12410
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,20:20:00,1440,1.0,No Info,8610
Air Asia,2019-06-12,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,3807
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,07:40:00,1480,1.0,No Info,11455
GoAir,2019-06-27,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,3514
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1.0,In-flight meal not included,8529
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12898
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,8016
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,16:20:00,1405,1.0,In-flight meal not included,11134
Air India,2019-06-27,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,8839
IndiGo,2019-03-03,Delhi,Cochin,06:40:00,16:10:00,570,1.0,No Info,9027
Multiple carriers,2019-05-09,Delhi,Cochin,14:55:00,22:30:00,455,1.0,No Info,6805
Air India,2019-03-21,Banglore,New Delhi,22:00:00,13:20:00,920,1.0,No Info,6955
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,12121
Vistara,2019-06-27,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
IndiGo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,6534
Air Asia,2019-05-09,Kolkata,Banglore,22:40:00,10:40:00,720,1.0,No Info,5192
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
IndiGo,2019-06-03,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,7514
Air India,2019-05-15,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,13538
IndiGo,2019-06-15,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Vistara,2019-03-21,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3739
Multiple carriers,2019-05-15,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No Info,13727
SpiceJet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Jet Airways,2019-06-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Multiple carriers,2019-05-21,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,9794
Vistara,2019-05-03,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,5613
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,07:40:00,665,1.0,In-flight meal not included,7832
IndiGo,2019-03-06,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,14871
Air Asia,2019-05-09,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Air India,2019-05-15,Kolkata,Banglore,09:25:00,17:20:00,1915,2.0,No Info,13616
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,11432
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Multiple carriers,2019-05-27,Delhi,Cochin,14:00:00,01:30:00,690,1.0,No Info,13377
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,15:05:00,1325,1.0,No Info,13067
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,In-flight meal not included,10703
Air India,2019-06-06,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No Info,9416
Jet Airways,2019-06-12,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,13014
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,13626
IndiGo,2019-03-03,Delhi,Cochin,16:10:00,22:20:00,370,1.0,No Info,11237
Air Asia,2019-05-15,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
IndiGo,2019-05-09,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,6058
Air India,2019-05-01,Kolkata,Banglore,05:50:00,13:15:00,445,2.0,No Info,7662
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No Info,13014
IndiGo,2019-04-12,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4174
IndiGo,2019-03-09,Delhi,Cochin,15:00:00,01:35:00,635,1.0,No Info,13611
IndiGo,2019-05-15,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,6979
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,9663
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,6017
IndiGo,2019-05-27,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,5636
IndiGo,2019-03-27,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3858
IndiGo,2019-06-09,Kolkata,Banglore,09:20:00,14:15:00,295,1.0,No Info,11465
Multiple carriers,2019-06-03,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,7677
Air India,2019-06-15,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
SpiceJet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No check-in baggage included,4273
Air India,2019-04-18,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6094
Air India,2019-06-06,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
SpiceJet,2019-05-21,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
IndiGo,2019-05-27,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5530
Multiple carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Multiple carriers,2019-05-15,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No Info,10197
IndiGo,2019-05-03,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Multiple carriers,2019-03-09,Delhi,Cochin,15:05:00,01:35:00,630,2.0,No Info,34608
GoAir,2019-03-27,Delhi,Cochin,07:00:00,12:50:00,350,1.0,No Info,5281
IndiGo,2019-06-24,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Multiple carriers,2019-06-03,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Multiple carriers,2019-05-18,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No Info,9794
Multiple carriers,2019-06-15,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,11789
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,20:20:00,1285,1.0,In-flight meal not included,11087
Air India,2019-03-06,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,12677
Jet Airways,2019-06-06,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,10919
SpiceJet,2019-06-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
SpiceJet,2019-05-09,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8224
Jet Airways,2019-06-12,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Air Asia,2019-03-12,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,4082
Multiple carriers,2019-05-09,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,8266
Multiple carriers,2019-06-01,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,11200
IndiGo,2019-04-06,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4174
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,12898
Air India,2019-03-15,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,2050
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,23:35:00,910,1.0,No Info,13941
IndiGo,2019-03-15,Banglore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,7166
IndiGo,2019-03-03,Delhi,Cochin,08:25:00,21:00:00,755,1.0,No Info,14871
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12898
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,13469
SpiceJet,2019-06-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,2175
GoAir,2019-05-06,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,6296
Multiple carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Multiple carriers,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
SpiceJet,2019-06-01,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No Info,7317
Air India,2019-05-09,Kolkata,Banglore,10:00:00,23:15:00,795,1.0,No Info,10203
SpiceJet,2019-03-27,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No check-in baggage included,3815
GoAir,2019-05-01,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No Info,6484
Air India,2019-03-15,Banglore,New Delhi,08:15:00,11:20:00,1625,2.0,No Info,8534
Air India,2019-05-18,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,8879
IndiGo,2019-05-15,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No Info,6442
IndiGo,2019-04-27,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Air India,2019-05-27,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13381
SpiceJet,2019-04-12,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4991
Air India,2019-04-15,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Jet Airways,2019-04-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
GoAir,2019-05-09,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,10188
IndiGo,2019-05-24,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
IndiGo,2019-05-27,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6104
Air India,2019-03-06,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,12940
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,20:20:00,740,1.0,In-flight meal not included,7832
Multiple carriers,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,12524
Air India,2019-03-21,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,11071
Multiple carriers,2019-06-03,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,7530
SpiceJet,2019-06-24,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3597
Vistara,2019-03-01,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No Info,21520
SpiceJet,2019-03-21,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No check-in baggage included,3815
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,12557
Air India,2019-05-24,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,12592
Multiple carriers,2019-05-21,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,7888
IndiGo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No Info,7303
SpiceJet,2019-03-15,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No Info,3847
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No Info,15129
IndiGo,2019-04-03,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
IndiGo,2019-03-27,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,6628
Vistara,2019-05-09,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Air India,2019-05-21,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,7480
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,14781
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,13:15:00,375,1.0,No Info,19225
Air India,2019-03-21,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,8052
Air Asia,2019-05-15,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6451
IndiGo,2019-03-09,Banglore,New Delhi,10:30:00,13:20:00,170,0.0,No Info,6860
IndiGo,2019-05-21,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,3175
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5320
Air Asia,2019-03-01,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,5964
SpiceJet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,4174
Air India,2019-05-24,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Jet Airways,2019-06-12,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,13067
Air Asia,2019-03-03,Banglore,New Delhi,23:25:00,02:10:00,165,0.0,No Info,6477
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919
Vistara,2019-05-03,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Multiple carriers,2019-06-01,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No Info,8937
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Air India,2019-05-15,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No Info,12803
Vistara,2019-04-12,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,5403
Vistara,2019-06-12,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
IndiGo,2019-06-21,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,3943
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
IndiGo,2019-04-09,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,6573
Air India,2019-05-27,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,10467
Air India,2019-05-21,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,3100
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,12:35:00,1490,2.0,No Info,13882
Multiple carriers,2019-06-12,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Multiple carriers,2019-06-27,Delhi,Cochin,11:40:00,01:30:00,830,1.0,In-flight meal not included,5797
Air India,2019-05-01,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6121
SpiceJet,2019-06-12,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8224
IndiGo,2019-04-09,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4174
IndiGo,2019-05-06,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,3342
SpiceJet,2019-04-06,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
IndiGo,2019-06-12,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5054
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,In-flight meal not included,10844
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,08:15:00,700,1.0,No Info,16736
